sentID,words,swapsEager,swapsLazy,swapsLazier,avgBlockSizeEager,avgBlockSizeLazy,avgBlockSizeLazier,avgAltBlockSizeEager,avgAltBlockSizeLazy,avgAltBlockSizeLazier,better
1,8,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
2,8,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
3,13,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
4,27,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
5,15,2,2,2,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,no
6,22,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
7,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
8,18,10,6,6,2.000000,2.000000,2.000000,1.000000,1.666667,1.666667,no
9,17,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
10,17,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
11,13,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
12,24,1,1,1,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,no
13,15,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
14,29,40,10,10,1.900000,2.200000,2.200000,1.000000,4.000000,4.000000,no
15,31,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
16,29,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
17,32,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
18,5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
19,52,41,7,7,1.365854,1.571429,1.571429,1.000000,5.857143,5.857143,no
20,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
21,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
22,26,61,34,4,1.000000,1.000000,1.000000,1.000000,1.794118,15.250000,no
23,20,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
24,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
25,8,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
26,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
27,18,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
28,17,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
29,26,28,5,5,1.428571,1.600000,1.600000,1.000000,5.600000,5.600000,no
30,10,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
31,33,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
32,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
33,24,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
34,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
35,18,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
36,10,4,2,2,3.000000,3.000000,3.000000,1.000000,2.000000,2.000000,no
37,22,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
38,18,1,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,no
39,33,21,17,3,6.428571,6.294118,3.000000,1.000000,1.235294,7.000000,no
40,3,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
41,5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
42,38,12,9,2,1.250000,1.333333,2.500000,1.000000,1.333333,6.000000,no
43,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
44,6,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
45,19,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
46,20,9,6,2,2.111111,2.166667,2.500000,1.000000,1.500000,4.500000,no
47,9,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
48,27,28,12,12,4.000000,4.000000,4.000000,1.000000,2.333333,2.333333,no
49,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
50,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
51,5,2,2,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,no
52,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
53,21,1,1,1,3.000000,3.000000,3.000000,1.000000,1.000000,1.000000,no
54,28,8,2,2,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,no
55,13,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
56,32,6,1,1,2.000000,2.000000,2.000000,1.000000,6.000000,6.000000,no
57,26,3,1,1,2.000000,2.000000,2.000000,1.000000,3.000000,3.000000,no
58,3,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
59,19,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
60,6,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
61,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
62,10,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
63,21,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
64,17,20,2,2,1.000000,1.000000,1.000000,1.000000,10.000000,10.000000,no
65,46,9,5,5,2.333333,2.600000,2.600000,1.000000,1.800000,1.800000,no
66,24,4,4,4,3.000000,3.000000,3.000000,1.000000,1.000000,1.000000,no
67,27,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
68,4,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
69,5,1,1,1,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,no
70,19,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
71,47,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
72,26,33,22,10,1.909091,1.909091,1.800000,1.000000,1.500000,3.300000,no
73,29,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
74,20,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
75,13,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
76,31,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
77,23,2,1,1,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,no
78,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
79,7,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
80,2,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
81,27,18,8,8,4.500000,4.500000,4.500000,1.000000,2.250000,2.250000,no
82,9,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
83,21,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
84,19,24,10,10,1.000000,1.000000,1.000000,1.000000,2.400000,2.400000,no
85,23,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
86,13,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
87,20,11,1,1,7.000000,7.000000,7.000000,1.000000,11.000000,11.000000,no
88,8,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
89,16,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
90,13,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
91,27,6,2,2,2.833333,2.500000,2.500000,1.000000,3.000000,3.000000,no
92,45,58,30,4,1.965517,1.933333,1.500000,1.000000,1.933333,14.500000,no
93,14,8,1,1,1.000000,1.000000,1.000000,1.000000,8.000000,8.000000,no
94,24,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
95,9,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
96,28,24,2,2,1.000000,1.000000,1.000000,1.000000,12.000000,12.000000,no
97,19,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
98,22,4,1,1,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,no
99,25,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
100,16,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
101,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
102,67,21,14,5,1.666667,1.714286,1.200000,1.000000,1.500000,4.200000,no
103,18,10,1,1,1.000000,1.000000,1.000000,1.000000,10.000000,10.000000,no
104,9,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
105,6,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
106,9,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
107,11,4,4,4,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,no
108,6,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
109,16,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
110,24,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
111,15,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
112,31,72,12,7,1.902778,1.750000,2.285714,1.000000,6.000000,10.285714,no
113,35,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
114,24,16,6,6,1.375000,1.166667,1.166667,1.000000,2.666667,2.666667,no
115,27,4,1,1,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,no
116,21,4,1,1,2.000000,2.000000,2.000000,1.000000,4.000000,4.000000,no
117,26,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
118,20,34,14,14,1.000000,1.000000,1.000000,1.000000,2.428571,2.428571,no
119,12,5,1,1,2.000000,2.000000,2.000000,1.000000,5.000000,5.000000,no
120,10,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
121,27,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
122,10,4,2,2,2.000000,2.000000,2.000000,1.000000,2.000000,2.000000,no
123,50,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
124,33,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
125,16,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
126,11,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
127,32,9,1,1,2.000000,2.000000,2.000000,1.000000,9.000000,9.000000,no
128,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
129,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
130,18,32,4,4,1.500000,1.500000,1.500000,1.000000,8.000000,8.000000,no
131,15,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
132,28,4,1,1,2.000000,2.000000,2.000000,1.000000,4.000000,4.000000,no
133,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
134,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
135,18,22,12,12,1.000000,1.000000,1.000000,1.000000,1.833333,1.833333,no
136,10,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
137,26,16,13,13,1.500000,1.461538,1.461538,1.000000,1.230769,1.230769,no
138,16,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
139,63,24,14,14,1.041667,1.071429,1.071429,1.000000,1.714286,1.714286,no
140,55,61,11,11,2.557377,2.818182,2.818182,1.000000,5.545455,5.545455,no
141,19,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
142,8,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
143,3,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
144,3,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
145,43,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
146,32,2,2,2,2.500000,2.500000,2.500000,1.000000,1.000000,1.000000,no
147,17,11,7,7,3.181818,3.571429,3.571429,1.000000,1.571429,1.571429,no
148,19,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
149,8,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
150,26,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
151,15,10,6,6,1.600000,2.000000,2.000000,1.000000,1.666667,1.666667,no
152,23,3,2,2,2.000000,2.000000,2.000000,1.000000,1.500000,1.500000,no
153,37,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
154,42,6,1,1,4.000000,4.000000,4.000000,1.000000,6.000000,6.000000,no
155,24,10,1,1,4.000000,4.000000,4.000000,1.000000,10.000000,10.000000,no
156,27,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
157,13,6,6,6,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,no
158,21,3,1,1,2.000000,2.000000,2.000000,1.000000,3.000000,3.000000,no
159,20,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
160,21,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
161,61,8,1,1,7.000000,7.000000,7.000000,1.000000,8.000000,8.000000,no
162,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
163,20,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
164,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
165,5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
166,7,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
167,5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
168,6,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
169,7,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
170,10,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
171,13,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
172,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
173,31,21,1,1,6.000000,6.000000,6.000000,1.000000,21.000000,21.000000,no
174,23,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
175,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
176,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
177,20,33,25,4,1.212121,1.200000,1.500000,1.000000,1.320000,8.250000,no
178,25,21,13,13,1.000000,1.000000,1.000000,1.000000,1.615385,1.615385,no
179,15,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
180,26,27,3,3,1.000000,1.000000,1.000000,1.000000,9.000000,9.000000,no
181,20,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
182,15,4,4,4,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,no
183,16,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
184,18,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
185,46,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
186,13,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
187,17,8,1,1,6.000000,6.000000,6.000000,1.000000,8.000000,8.000000,no
188,27,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
189,7,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
190,5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
191,26,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
192,9,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
193,17,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
194,17,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
195,30,6,4,4,1.000000,1.000000,1.000000,1.000000,1.500000,1.500000,no
196,25,5,5,5,1.200000,1.200000,1.200000,1.000000,1.000000,1.000000,no
197,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
198,17,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
199,2,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
200,1,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
201,18,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
202,18,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
203,25,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
204,20,3,3,3,2.333333,2.333333,2.333333,1.000000,1.000000,1.000000,no
205,5,2,2,2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,no
206,18,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
207,28,40,14,14,1.500000,1.500000,1.500000,1.000000,2.857143,2.857143,no
208,18,1,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,no
209,19,22,6,6,3.000000,3.000000,3.000000,1.000000,3.666667,3.666667,no
210,41,35,4,4,2.857143,2.750000,2.750000,1.000000,8.750000,8.750000,no
211,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
212,47,57,15,15,2.333333,2.333333,2.333333,1.000000,3.800000,3.800000,no
213,2,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
214,5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
215,6,2,2,2,1.500000,1.500000,1.500000,1.000000,1.000000,1.000000,no
216,6,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
217,31,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
218,19,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
219,47,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
220,13,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
221,24,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
222,22,11,5,5,4.181818,3.800000,3.800000,1.000000,2.200000,2.200000,no
223,44,68,11,11,1.294118,1.090909,1.090909,1.000000,6.181818,6.181818,no
224,35,50,6,6,3.000000,3.000000,3.000000,1.000000,8.333333,8.333333,no
225,32,7,3,3,2.000000,2.000000,2.000000,1.000000,2.333333,2.333333,no
226,28,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
227,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
228,11,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
229,37,13,7,7,2.000000,2.000000,2.000000,1.000000,1.857143,1.857143,no
230,26,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
231,6,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
232,6,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
233,6,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
234,10,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
235,35,7,7,3,1.714286,1.714286,1.333333,1.000000,1.000000,2.333333,no
236,9,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
237,18,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
238,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
239,11,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
240,16,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
241,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
242,9,4,4,4,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,no
243,30,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
244,23,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
245,31,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
246,10,2,2,2,3.500000,3.500000,3.500000,1.000000,1.000000,1.000000,no
247,34,16,4,4,3.000000,3.000000,3.000000,1.000000,4.000000,4.000000,no
248,13,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
249,7,4,4,4,1.500000,1.500000,1.500000,1.000000,1.000000,1.000000,no
250,7,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
251,18,2,2,2,7.000000,7.000000,7.000000,1.000000,1.000000,1.000000,no
252,33,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
253,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
254,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
255,19,12,6,6,1.333333,1.333333,1.333333,1.000000,2.000000,2.000000,no
256,24,3,3,3,1.333333,1.333333,1.333333,1.000000,1.000000,1.000000,no
257,24,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
258,18,8,4,4,6.000000,6.000000,6.000000,1.000000,2.000000,2.000000,no
259,34,21,4,4,8.000000,8.000000,8.000000,1.000000,5.250000,5.250000,no
260,12,14,6,6,1.500000,1.500000,1.500000,1.000000,2.333333,2.333333,no
261,16,1,1,1,4.000000,4.000000,4.000000,1.000000,1.000000,1.000000,no
262,10,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
263,16,3,1,1,6.000000,6.000000,6.000000,1.000000,3.000000,3.000000,no
264,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
265,22,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
266,10,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
267,31,6,6,6,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,no
268,20,26,12,4,1.884615,1.916667,2.750000,1.000000,2.166667,6.500000,no
269,11,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
270,18,8,1,1,3.000000,3.000000,3.000000,1.000000,8.000000,8.000000,no
271,11,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
272,21,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
273,3,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
274,9,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
275,15,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
276,3,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
277,23,12,6,6,3.500000,3.500000,3.500000,1.000000,2.000000,2.000000,no
278,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
279,30,5,2,2,2.000000,2.000000,2.000000,1.000000,2.500000,2.500000,no
280,12,10,2,2,2.500000,2.500000,2.500000,1.000000,5.000000,5.000000,no
281,23,3,2,2,2.000000,2.000000,2.000000,1.000000,1.500000,1.500000,no
282,13,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
283,26,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
284,16,10,2,2,1.500000,1.500000,1.500000,1.000000,5.000000,5.000000,no
285,26,8,4,4,8.000000,8.000000,8.000000,1.000000,2.000000,2.000000,no
286,26,10,2,2,2.000000,2.000000,2.000000,1.000000,5.000000,5.000000,no
287,17,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
288,26,4,2,2,2.000000,2.000000,2.000000,1.000000,2.000000,2.000000,no
289,24,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
290,33,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
291,27,2,2,2,4.000000,4.000000,4.000000,1.000000,1.000000,1.000000,no
292,24,5,3,3,15.000000,15.000000,15.000000,1.000000,1.666667,1.666667,no
293,20,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
294,15,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
295,32,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
296,18,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
297,17,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
298,42,10,5,5,6.600000,6.600000,6.600000,1.000000,2.000000,2.000000,no
299,19,9,2,2,6.000000,6.000000,6.000000,1.000000,4.500000,4.500000,no
300,21,1,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,no
301,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
302,17,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
303,31,29,20,10,1.551724,1.700000,2.400000,1.000000,1.450000,2.900000,no
304,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
305,19,34,12,12,1.588235,1.583333,1.583333,1.000000,2.833333,2.833333,no
306,13,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
307,15,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
308,27,49,29,15,1.000000,1.000000,1.000000,1.000000,1.689655,3.266667,no
309,23,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
310,17,6,6,6,4.000000,4.000000,4.000000,1.000000,1.000000,1.000000,no
311,17,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
312,27,1,1,1,6.000000,6.000000,6.000000,1.000000,1.000000,1.000000,no
313,26,22,2,2,2.000000,2.000000,2.000000,1.000000,11.000000,11.000000,no
314,18,6,2,2,8.000000,8.000000,8.000000,1.000000,3.000000,3.000000,no
315,7,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
316,10,3,2,2,1.000000,1.000000,1.000000,1.000000,1.500000,1.500000,no
317,21,7,7,7,3.571429,3.571429,3.571429,1.000000,1.000000,1.000000,no
318,14,13,7,7,1.000000,1.000000,1.000000,1.000000,1.857143,1.857143,no
319,16,9,1,1,4.000000,4.000000,4.000000,1.000000,9.000000,9.000000,no
320,11,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
321,26,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
322,20,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
323,14,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
324,10,1,1,1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,no
325,36,95,33,12,2.252632,2.060606,2.166667,1.000000,2.878788,7.916667,no
326,11,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
327,19,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
328,26,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
329,12,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
330,18,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,no
